,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
101423,186892,186892,2016-10-18,2016-10-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101424,186899,186899,2016-10-18,2016-10-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101425,186655,186655,2016-10-17,2016-10-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101426,198555,198555,2017-02-03,2017-02-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101427,197409,197409,2017-01-20,2017-01-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101428,200590,200590,2017-02-28,2017-02-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101429,194654,194654,2016-12-21,2016-12-21,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101430,194899,194899,2016-12-23,2016-12-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101431,195198,195198,2016-12-29,2016-12-29,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101432,193877,193877,2016-12-15,2016-12-15,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101433,192080,192080,2016-11-30,2016-11-30,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101434,192828,192828,2016-12-07,2016-12-07,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101435,193308,193308,2016-12-12,2016-12-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101436,193481,193481,2016-12-13,2016-12-13,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,590
101437,185009,185009,2016-09-30,2016-09-30,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101438,195915,195915,2017-01-09,2017-01-09,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,591
101439,191875,191875,2016-11-29,2016-11-29,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101440,191663,191663,2016-11-25,2016-11-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101441,184690,184690,2016-09-28,2016-09-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101442,184898,184898,2016-09-29,2016-09-29,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101443,184395,184395,2016-09-26,2016-09-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101444,193306,193306,2016-12-12,2016-12-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,591
101445,193878,193878,2016-12-15,2016-12-15,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,591
101446,192329,192329,2016-12-06,2016-12-06,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,591
101447,192333,192333,2016-12-02,2016-12-02,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,591
101448,191015,191015,2016-11-21,2016-11-21,3,WWWUSD,WEB USD,DETI,CA,,,,,DB03122K,SBI,DB03122K,ESCAPE 1400-I WOOD INSERT TRIO,1892.15,1,0.0,591
101450,184140,184140,2016-09-22,2016-09-22,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101451,184156,184156,2016-09-22,2016-09-22,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101452,184187,184187,2016-09-23,2016-09-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,591
101453,213045,213045,2017-10-09,2017-10-09,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,592
101454,212465,212465,2017-10-04,2017-10-04,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,592
101487,213106,213106,2017-10-10,2017-10-10,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,592
101488,214249,214249,2017-10-18,2017-10-18,3,WWWUS,WEB US,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),1876.6,1,0.0,592
101489,183372,183372,2016-09-14,2016-09-14,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,592
101490,183704,183704,2016-09-19,2016-09-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,592
101491,183806,183806,2016-09-20,2016-09-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,592
101492,213346,213346,2017-10-12,2017-10-12,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1551.24,1,0.0,592
101493,183263,183263,2016-09-13,2016-09-13,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,592
101494,216880,216880,2017-11-06,2017-11-06,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1588.19,1,0.0,592
101495,216976,216976,2017-11-06,2017-11-06,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1582.98,1,0.0,592
101496,217727,217727,2017-11-10,2017-11-10,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1584.97,1,0.0,592
101497,218652,218652,2017-11-16,2017-11-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1579.51,1,0.0,592
101498,218716,218716,2017-11-16,2017-11-16,3,WWWUS,WEB US,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),1909.43,1,0.0,592
101499,212142,212142,2017-10-02,2017-10-02,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,593
101500,201892,201892,2017-03-20,2017-03-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,593
101501,153630,153630,2015-03-27,2015-03-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1120.0,1,0.0,593
101502,203587,203587,2017-04-20,2017-04-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101503,204749,204749,2017-05-16,2017-05-16,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101504,274753,274753,2019-08-12,2019-08-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1588.58,1,0.0,593
101505,202752,202752,2017-04-03,2017-04-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,593
101558,202860,202860,2017-04-04,2017-04-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,593
101559,203870,203870,2017-04-26,2017-04-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101560,203933,203933,2017-04-27,2017-04-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101561,205165,205165,2017-05-29,2017-05-29,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101562,206503,206503,2017-07-11,2017-07-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101563,206782,206782,2017-07-18,2017-07-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101564,207394,207394,2017-08-08,2017-08-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,593
101565,154914,154914,2015-04-24,2015-04-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,2240.0,2,0.0,593
101566,155227,155227,2015-05-04,2015-05-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1120.0,1,0.0,593
101567,155972,155972,2015-05-27,2015-05-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1120.0,1,0.0,593
101571,255164,255164,2018-11-27,2018-11-27,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1591.71,1,0.0,594
101572,208975,208975,2017-09-01,2017-09-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,594
101573,209093,209093,2017-09-05,2017-09-05,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,594
101574,209159,209159,2017-09-06,2017-09-06,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,594
101575,209511,209511,2017-09-08,2017-09-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101576,209844,209844,2017-09-12,2017-09-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101577,209857,209857,2017-09-12,2017-09-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101595,207996,207996,2017-08-18,2017-08-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101596,192551,192551,2016-12-05,2016-12-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1650.81,1,0.0,595
101597,192601,192601,2016-12-06,2016-12-06,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1647.46,1,0.0,595
101598,191453,191453,2016-11-23,2016-11-23,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1667.18,1,0.0,595
101599,192021,192021,2016-11-30,2016-11-30,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1663.21,1,0.0,595
101600,192318,192318,2016-12-02,2016-12-02,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1664.95,1,0.0,595
101601,188943,188943,2016-11-02,2016-11-02,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1663.09,1,0.0,595
101602,189656,189656,2016-11-09,2016-11-09,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1657.76,1,0.0,595
101603,189949,189949,2016-11-11,2016-11-11,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1662.59,1,0.0,595
101604,190104,190104,2016-11-14,2016-11-14,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1670.65,1,0.0,595
101606,187758,187758,2016-10-25,2016-10-25,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1652.8,1,0.0,595
101607,190230,190230,2016-11-15,2016-11-15,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1677.97,1,0.0,595
101608,190233,190233,2016-11-15,2016-11-15,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO,1677.97,1,0.0,595
101609,190883,190883,2016-11-21,2016-11-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1677.1,1,0.0,595
101610,191062,191062,2016-11-22,2016-11-22,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1675.36,1,0.0,595
101611,191065,191065,2016-11-22,2016-11-22,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1675.36,1,0.0,595
101612,190514,190514,2016-11-16,2016-11-16,3,WWWUSD,WEB USD,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),2099.51,1,0.0,595
101613,210622,210622,2017-09-19,2017-09-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101681,210626,210626,2017-09-19,2017-09-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101682,214702,214702,2017-10-20,2017-10-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101683,214751,214751,2017-10-23,2017-10-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101684,214923,214923,2017-10-24,2017-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101685,214930,214930,2017-10-24,2017-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101686,215948,215948,2017-10-31,2017-10-31,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101687,216178,216178,2017-11-01,2017-11-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101688,216194,216194,2017-11-01,2017-11-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101689,212861,212861,2017-10-10,2017-10-10,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101690,213104,213104,2017-10-11,2017-10-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101691,213380,213380,2017-10-12,2017-10-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101692,213723,213723,2017-10-16,2017-10-16,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101693,217353,217353,2017-11-08,2017-11-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101694,182783,182783,2016-09-07,2016-09-07,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,595
101695,212729,212729,2017-10-06,2017-10-06,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,595
101696,210985,210985,2017-09-21,2017-09-21,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,596
101697,210997,210997,2017-09-21,2017-09-21,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,596
101754,272760,272760,2019-06-25,2019-06-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1585.34,1,0.0,596
101767,211198,211198,2017-09-22,2017-09-22,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,596
101804,212181,212181,2017-10-03,2017-10-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,597
101805,212187,212187,2017-10-03,2017-10-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,597
101806,211998,211998,2017-10-02,2017-10-02,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1160.0,1,0.0,597
101807,257329,257329,2018-12-07,2018-12-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1606.01,1,0.0,597
